Data_Source,phcf_uuid,edrpou,phcf_title,care_type_en,care_type_uk,sdps,email,website,phone,owner_name,address,lat,lng,Admin1_Pcode,Admin1_Name,Admin2_Pcode,Admin2_Name,Admin3_Pcode,Admin3_Name,Admin4_Pcode,Admin4_Name,edrpou_raw,gov_type,Trained,Kobo_Trained
NHSU Dataset,026e3f19-0ae8-4d3a-bb2b-0dab92e7b8c9,ID_26189147,КНП ЦПМСД № 2 ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА,Specialized,Спеціалізована,1,smirnova112@gmail.com,,tel:+380445505080,Смирнова Людмила Дмитрівна,,50.430267,30.608534,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,26189147,public,1,yes
NHSU Dataset,2c03d0ec-baf4-4268-ade9-aa227c57bb18,ID_26199401,КНП КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР СВЯТОШИНСЬКОГО РАЙОНУ М. КИЄВА,Specialized,Спеціалізована,2,stepanyshchenkoolesya@gmail.com,,tel:+380442059849,Олеся Степанищенко,,50.414052,30.394095,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,26199401,public,1,
NHSU Dataset,65dbce78-3c6a-4128-9857-c685b7d00eae,ID_26199418,КНП ЦПМСД №3 СВЯТОШИНСЬКОГО РАЙОНУ М. КИЄВА,,,1,ludascherban13@gmail.com,,tel:+380442993583,Щербань Людмила Ярославівна,,50.435199,30.385187,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,26199418,public,1,yes
NHSU Dataset,13bea6e1-489e-4157-9784-47c438367cd0,ID_30083840,КНП МИКОЛАЇВСЬКОЇ МІСЬКОЇ РАДИ ЦПМСД №3,Primary,Первинна,4,tkahcenko71@ukr.net,,tel:+380512478277,TKACHENKO OKSANA,,46.959083,31.975121,UA48,Mykolaivska,UA4806,Mykolaivskyi,UA4806015,Mykolaivska,UA4806015001,Mykolaiv,30083840,public,1,yes
NHSU Dataset,b6f7506b-ecb4-468e-93c6-4e035d5d7436,ID_30300749,КНП ЦПМСД № 1 ДАРНИЦЬКОГО РАЙОНУ М.КИЄВА,Primary,Первинна,5,Iaremchukolha@gmail.com,cpmsd3.kiev.ua,tel:+380445639656,Яремчук Ольга Анатоліївна,,50.414617,30.662793,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,30300749,public,1,yes
NHSU Dataset,1f78135a-5e52-4bb3-a5bb-654662794139,ID_31886695,КНП МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА № 4 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,gdp4@ukr.net,,tel:+380577255521,Парунова Вікторія Володимирівна,"Україна, 61072, Харківська обл., місто Харків, ВУЛИЦЯ ДВАДЦЯТЬ ТРЕТЬОГО СЕРПНЯ, будинок 29",49.960256,36.122071,UA63,Kharkivska,UA6312,Kharkivskyi,UA6312027,Kharkivska,UA6312027001,Kharkiv,31886695,public,1,
NHSU Dataset,400652da-87a3-421e-bff1-c38b004cc842,ID_31886847,МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА № 2 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,1,zaviduvach_1_2@ukr.net,,tel:+380577250213,Білуха Олена Олександрівна,,49.975544,36.192361,UA63,Kharkivska,UA6312,Kharkivskyi,UA6312027,Kharkivska,UA6312027001,Kharkiv,31886847,public,1,yes
NHSU Dataset,5f7752e2-3409-4503-9ac4-a7bcfe800998,ID_31939013,МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА № 16 ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,3,bondarevaanna855@gmail.com,http://16detpol.city.kharkov.ua,tel:+380577251310,Бондарева Ганна Павлівна,,49.935516,36.36063,UA63,Kharkivska,UA6312,Kharkivskyi,UA6312027,Kharkivska,UA6312027001,Kharkiv,31939013,public,1,yes
NHSU Dataset,1c5923bf-5960-484e-b5d5-b81163d1fdf7,ID_32418147,КНП МОРШИНСЬКА МІСЬКА ЛІКАРНЯ МОРШИНСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,likmorchyn@ukr.net,,tel:+380685895609,Кость Ірина Мирославівна,"Україна, 82482, Львівська обл., Стрийський р-н, місто Моршин, вул.50-річчя УПА, будинок 20",49.153731,23.865224,UA46,Lvivska,UA4610,Stryiskyi,UA4610013,Morshynska,UA4610013001,Morshyn,32418147,public,1,
NHSU Dataset,a28b2199-549e-4307-8149-8dab924a3e50,ID_32884395,КНП МИКОЛАЇВСЬКОЇ МІСЬКОЇ РАДИ ЦПМСД №4,Primary,Первинна,6,vaskova_lilya@ukr.net,,tel:+380512373779,Васькова Лілія Василівна,,46.977531,31.987609,UA48,Mykolaivska,UA4806,Mykolaivskyi,UA4806015,Mykolaivska,UA4806015001,Mykolaiv,32884395,public,1,yes
NHSU Dataset,19266c14-0d9d-43f9-b3bb-c3e247104cf9,ID_33797005,КНП АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ КРОПИВНИЦЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,1,liudmylagera59@gmail.com,,tel:+380522271074,Герасимчук Людмила Олександрівна,,48.470658,32.282578,UA35,Kirovohradska,UA3504,Novoukrainskyi,UA3504021,Hannivska,UA3506001007,Kropyvnytske,33797005,public,1,yes
NHSU Dataset,5ea13142-ab02-47a2-94f8-e7bbf1a723b1,ID_35512883,КНП МИКОЛАЇВСЬКОЇ МІСЬКОЇ РАДИ ЦПМСД № 5,Primary,Первинна,4,skrypnyk-2022@ukr.net,,tel:+380512464643,Аліна Скрипник,,46.962555,32.003315,UA48,Mykolaivska,UA4806,Mykolaivskyi,UA4806015,Mykolaivska,UA4806015001,Mykolaiv,35512883,public,1,
NHSU Dataset,71a291ee-35b2-4c89-a0cb-44fcbb90b139,ID_36729598,КНП ШИРОКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ ШИРОКІВСЬКОЇ СЕЛИЩНОЇ РАДИ,Specialized,Спеціалізована,,shirok-pmd@ukr.net,,tel:+380677983200,Балагура Олег Миколайович,"Україна, 53700, Дніпропетровська обл., Криворізький р-н, селище Широке, вул.Казбек, будинок 17",47.689354,33.279957,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206029,Shyrokivska,UA1206029001,Shyroke,36729598,public,1,
NHSU Dataset,733885db-148e-447e-90fc-b345742b34bc,ID_36734786,КНП ЦПМСД НОВОУКРАЇНСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,6,tikulsergiy@ukr.net,,tel:+380525121493,Тикул Сергій Сергійович,,48.309843,31.534798,UA35,Kirovohradska,UA3506,Novoukrainskyi,UA3506015,Novoukrainska,UA3506015001 ,Novoukrainka,36734786,public,1,yes
NHSU Dataset,53b9f409-387a-44ef-b0ae-ecd0da2fd1c2,ID_36936441,КНП АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ ГОРОДНИЦЬКОЇ СЕЛИЩНОЇ РАДИ,Primary,Первинна,,gorodml@ukr.net,,tel:+380504460092,ШАЛЬКО РОСТИСЛАВ НАЗАРОВИЧ,"Україна, 11714, Житомирська обл., Звягельський р-н, селище міського типу Городниця(з), вул.Паркова, будинок 34",50.810581,27.316694,UA18,Zhytomyrska,UA1808,Zviahelskyi,UA1808007,Horodnytska,UA1808007001,Horodnytsia,36936441,public,1,
NHSU Dataset,3e6d307e-4825-4547-9a91-d1cb1e167c24,ID_37004278,КНП ПОКРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПОКРОВСЬКОЇ СЕЛИЩНОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,ppmsd@ukr.net,,tel:+380563821988,Кочерга Ірина Миколаївна,"Україна, 53600, Дніпропетровська обл., Синельниківський р-н, селище міського типу Покровське(з), вул.Соборна, будинок 118",47.99104,36.249833,UA12,Dnipropetrovska,UA1214,Synelnykivskyi,UA1214025,Pokrovska,UA1214025001,Pokrovske,37004278,public,1,
NHSU Dataset,93521e92-f559-4fdf-82d6-a27cfe7d064f,ID_37463503,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ТЕРНІВКИ ТЕРНІВСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,ternovkacpmsp@ukr.net,,tel:+380501470105,Пічугова Світлана Олександрівна,"Україна, 51500, Дніпропетровська обл., Павлоградський р-н, місто Тернівка, вул.Героїв України, будинок 22",47.983192,36.231344,UA12,Dnipropetrovska,UA1214,Synelnykivskyi,UA1214025,Pokrovska,UA1214025001,Pokrovske,37463503,public,1,
NHSU Dataset,ab1d6178-8573-4d53-bfcc-5ba160438223,ID_37555384,КНП МАГДАЛИНІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ МАГДАЛИНІВСЬКОЇ СЕЛИЩНОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,mcpmsdfi@gmail.com,,"tel:+380503634655, +380569124347",Фарафонов Ігор Олександрович,"Україна, 51100, Дніпропетровська обл., Самарівський р-н, селище Магдалинівка, вул.Прозорова, будинок 1 Б",48.4667,35.213175,UA12,Dnipropetrovska,UA1202,Dniprovskyi,UA1202001,Dniprovska,UA1202001001,Dnipro,37555384,public,1,
NHSU Dataset,baef2a79-8afe-40e1-9ccd-81d608f634d5,ID_37677106,КНП ВЕРХНЬОДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ВЕРХНЬОДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,vd_kz_vcpmsd@i.ua,,"tel:+380677969294, +380565860155",Соколова Інна Анатоліївна,"Україна, 51600, Дніпропетровська обл., Кам'янський р-н, місто Верхньодніпровськ, вул.Європейська, будинок 16",48.651317,34.336104,UA12,Dnipropetrovska,UA1204,Kamianskyi,UA1204005,Verkhnodniprovska,UA1204005001,Verkhnodniprovsk,37677106,public,1,
NHSU Dataset,2cd36ade-f783-433c-b867-99bfb889247a,ID_37691403,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПОКРОВСЬКОЇ МІСЬКОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,cpmsdp63@gmail.com,,tel:+380978098512,Саламаха Олена Леонідівна,"Україна, 53300, Дніпропетровська обл., Нікопольський р-н, місто Покров, вул.Медична, будинок 19",47.658814,34.110013,UA12,Dnipropetrovska,UA1208,Nikopolskyi,UA1208009,Pokrovska,UA1208009001,Pokrov,37691403,public,1,
NHSU Dataset,45c3095d-8237-4a61-b78a-993bf3ee2d3b,ID_37734221,КНП МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ САМАРІВСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,novcentrpmsd@ukr.net,,tel:+380678614622,Гінкота Леонід Володимирович,"Україна, 51200, Дніпропетровська обл., Самарівський р-н, місто Самар, вул.Гідності, будинок 40",48.637694,35.253537,UA12,Dnipropetrovska,UA1210,Novomoskovskyi,UA1210007,Novomoskovska,UA1210007001,Novomoskovsk,37734221,public,1,
NHSU Dataset,2a33b6a7-6cf8-4a6e-b4a7-90e6b10b5646,ID_37735597,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ПАВЛОГРАДА ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,cpmsp@ukr.net,,tel:+380957916915,Дуднікова Олена Іванівна,"Україна, 51400, Дніпропетровська обл., місто Павлоград, ВУЛИЦЯ СОБОРНА, будинок 115",48.53198,35.865199,UA12,Dnipropetrovska,UA1212,Pavlohradskyi,UA1212007,Pavlohradska,UA1212007001,Pavlohrad,37735597,public,1,
NHSU Dataset,2961330f-6cd9-4569-840f-b2005250d4d7,ID_37735655,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БОГДАНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,nadolnaya3@ukr.net,,"tel:+380502159080, +380502159080",Смеловська Любов Василівна,"Україна, 51400, Дніпропетровська обл., Павлоградський р-н, місто Павлоград, вул.Хуторська, будинок 9",48.513777,35.884263,UA12,Dnipropetrovska,UA1212,Pavlohradskyi,UA1212007,Pavlohradska,UA1212007001,Pavlohrad,37735655,public,1,
NHSU Dataset,4434f46a-6b63-47f2-8dda-c919ad2a50c6,ID_37741878,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ РАЇВСЬКОЇ СІЛЬСЬКОЇ РАДИ,Primary,Первинна,,sincpmsd@ukr.net,,"tel:+380676367446, +380566342112",ШАРАМОК ІННА ВОЛОДИМИРІВНА,"Україна, 52523, Дніпропетровська обл., Синельниківський р-н, село Раївка, вул.Квітнева, будинок 15А",48.367573,35.348733,UA12,Dnipropetrovska,UA1214,Synelnykivskyi,UA1214027,Raivska,UA1214027001,Raivka,37741878,public,1,
NHSU Dataset,9c91dfff-676e-4c20-9e0e-9a4ac8efa3e9,ID_37789087,КНП СОФІЇВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СОФІЇВСЬКОЇ СЕЛИЩНОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,sofrcpmsd@ukr.net,,"tel:+380975243115, +380975243115",Лісовий Андрій Вікторович,"Україна, 53100, Дніпропетровська обл., Криворізький р-н, селище Софіївка, вул.Спортивна, будинок 1",48.047463,33.867768,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206027,Sofiivska,UA1206027001,Sofiivka,37789087,public,1,
NHSU Dataset,abe3eb6e-b55c-4414-aefb-b5a29c952bd8,ID_37791248,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО - САНІТАРНОЇ ДОПОМОГИ СЕЛИДІВСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,selid.cpmsd@selidovo-rada.gov.ua,,tel:+380997287060,Марченко Олена Володимирівна,"Україна, 85400, Донецька обл., Покровський р-н, місто Селидове, вул.Незламності, будинок 48",48.147514,37.297136,UA14,Donetska,UA1416,Pokrovskyi,UA1416023,Selydivska,UA1416023001,Selydove,37791248,public,1,
NHSU Dataset,29cf84f1-be6e-4689-a93c-0403b1110259,ID_37803043,КП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПОКРОВСЬКОЇ МІСЬКОЇ РАДИ ДОНЕЦЬКОЇ ОБЛАСТІ,Primary,Первинна,,centrkrasn@ukr.net,,tel:+380504828905,Остряніна Інеса Леонідівна,"Україна, 85300, Донецька обл., місто Покровськ, ВУЛИЦЯ МАРШАЛА МОСКАЛЕНКА, будинок 161",48.279981,37.176176,UA14,Donetska,UA1416,Pokrovskyi,UA1416021,Pokrovska,UA1416021001,Pokrovsk,37803043,public,1,
NHSU Dataset,219b0fef-dc28-4786-a8cf-97daaeb2a1d1,ID_37804885,КНП ШАХТАРСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ,Primary,Первинна,,pershikcentr@gmail.com,,tel:+380563355530,Ровенчук Любов Володимирівна,"Україна, 52800, Дніпропетровська обл., Синельниківський р-н, місто Шахтарське, вул.Шахтарської Слави, будинок 1",48.349104,36.407441,UA12,Dnipropetrovska,UA1214,Synelnykivskyi,UA1214021,Pershotravenska,UA1214021001,Pershotravensk,37804885,public,1,
NHSU Dataset,9c4cb1ba-fb9e-497f-91fc-c888aeed5af1,ID_37834197,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ЧЕРКАСЬКОЇ СЕЛИЩНОЇ РАДИ,Primary,Первинна,,samarapmsd@ukr.net,,tel:+380993751925,Мазур Анатолій Васильович,"Україна, 51270, Дніпропетровська обл., Самарівський р-н, селище Зарічне, вул.Молодіжна, будинок 11",48.732813,35.313777,UA12,Dnipropetrovska,UA1210,Novomoskovskyi,UA1210013,Cherkaska,UA1210013002,Hvardiiske,37834197,public,1,
NHSU Dataset,a866bc5c-8d7f-47f3-a345-be470dfc78eb,ID_37837203,КНП НІКОПОЛЬСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ НІКОПОЛЬСЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,,kzncpmsd@gmail.com,,tel:+380509649271,Горяна Валентина Вікторівна,"Україна, 53213, Дніпропетровська обл., Нікопольський р-н, місто Нікополь, вул.Богуна Івана, будинок 3",47.566079,34.38342,UA12,Dnipropetrovska,UA1208,Nikopolskyi,UA1208005,Nikopolska,UA1208005001,Nikopol,37837203,public,1,
NHSU Dataset,cd4f35a4-a60f-47aa-ab25-2076d73a69c7,ID_37861791,КНП ЦПМСД №3 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,4,nachmed_cpmsd3@ukr.net,,"tel:+380676285532, +380676285531",ЛЕОНТ'ЄВА Тетяна Василівна,,47.982567,33.441136,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,37861791,public,1,yes
NHSU Dataset,f6bd3599-799a-4ddf-99af-369bbabba4b7,ID_37861807,КНП ЦПМСД №5,Primary,Первинна,7,cpmsd5kmr@gmail.com,,tel:+380676285112,Лариса Попович,,47.88553,33.389879,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,37861807,public,1,
NHSU Dataset,28ce4924-8bc7-4132-b349-480514c491e5,ID_37861828,КНП ЦПМСД №1,Primary,Первинна,1,anab90193@gmail.com,,"tel:+380676285416, +380564947055",Яна Бондаренко,,47.910483,33.391783,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,37861828,public,1,yes
NHSU Dataset,617a77a7-7eae-4ccd-bd9b-848ead88053f,ID_37862093,КНП ЦПМСД №2 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ,Specialized,Спеціалізована,5,zpmsd2@ukr.net,,"tel:+380676285473, +380564948140",Ірина Тарасова,,47.942866,33.421537,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,37862093,public,1,yes
NHSU Dataset,54e86e98-9b0d-428f-b122-d07756f4652a,ID_37862109,КНП ЦПМСД №6 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,11,kostarevavv@i.ua,,"tel:+380676300475, +380564924953",Костарєва Валентина Вікторівна,,47.90779,33.340249,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,37862109,public,1,yes
NHSU Dataset,ee39e7a6-d396-4d35-93fb-85a9964c5049,ID_37862114,ЦПМСД №4,Specialized,Спеціалізована,14,medcentr_4@ukr.net,,tel:+380967756403,Дрига Ольга Миколаївна,,47.9404,33.411701,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,37862114,public,1,
NHSU Dataset,2bd16d3b-1748-44dc-a033-fa50de4bc8b6,ID_37862122,КНП ЦПМСД №7 КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ,Primary,Первинна,2,kr.cpmsd7amb1@gmail.com,,tel:+380676284996,"Іванова Олена Вікторівна, Пахомова Олена Миколаївна","Адреса: Україна, 50102, Дніпропетровська обл., місто Кривий Ріг, ВУЛИЦЯ МИКОЛИ МІХНОВСЬКОГО, будинок 2",47.688986,33.161688,UA12,Dnipropetrovska,UA1206,Kryvorizkyi,UA1206017,Kryvorizka,UA1206017001,Kryvyi Rih,37862122,public,1,yes
NHSU Dataset,4a5db343-076d-4c79-93f6-c584d83a1c5b,ID_37865549,КНП ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПІДГОРОДНЕНСЬКОЇ МІСЬКОЇ РАДИ ДНІПРОВСЬКОГО РАЙОНУ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Primary,Первинна,,pobigajludmila622@gmail.com,,"tel:+380675673358, +380567895516",Побігай Людмила Яківна,"Україна, 52001, Дніпропетровська обл., Дніпровський р-н, місто Підгородне(пн), вул.Шосейна, будинок 90",48.574609,35.111888,UA12,Dnipropetrovska,UA1202,Dniprovskyi,UA1202021,Pidhorodnenska,UA1202021001,Pidhorodne,37865549,public,1,
